Tx Location x,Tx Location y,Tx Location z,Rx Location x,Rx Location y,Rx Location z,Jammer Location x,Jammer Location y,Jammer Location z (m),Tx - Rx Distance (m),J - Rx Distance (m),J - Tx Distance (m),Signal Power Before (V),Signal Power After (V),SNR Before (dB),SNR After (dB),Total Percent Error,Expected Azimuth,Expected Elevation,Measured Azimuth,Measured Elevation
14,0,0,-50,-2,0,-1400,-5400,0,64.0312423743285,5564.25233072692,5582.0601931545,0.138650661214072,0.138544028571547,23.5623572433711,29.8712385046565,0.0805307245127971,1.78991060824607,0,1.5,0
14,0,0,-49,-2,0,-1400,-5400,0,63.0317380372777,5564.49503549064,5582.0601931545,0.143222133531445,0.143071681765836,24.3395615708577,30.2486476692657,0.0504713987633797,1.81830296445183,0,2,0
14,0,0,-48,-2,0,-1400,-5400,0,62.0322496770833,5564.73790937183,5582.0601931545,0.147452419345016,0.147379223738302,24.7502484437753,30.1408450543923,0.0423304816681678,1.8476102659946,0,2,0
14,0,0,-47,-2,0,-1400,-5400,0,61.0327780786685,5564.98095234835,5582.0601931545,0.152739324743347,0.152524210071822,25.1148652066865,30.7647116698386,0.104965957579267,1.87787744728536,0,1.5,0
14,0,0,-46,-2,0,-1400,-5400,0,60.0333240792145,5565.22416439805,5582.0601931545,0.157818122222705,0.157795456995574,25.3363761033237,31.6017346272602,0.0252354352787844,1.90915243299638,0,2,0
14,0,0,-45,-2,0,-1400,-5400,0,59.0338885725818,5565.46754549876,5582.0601931545,0.163493036778943,0.163366730317731,25.1056551587478,30.7534513781137,0.0162537803015618,1.94148639091438,0,2,0
14,0,0,-44,-2,0,-1400,-5400,0,58.0344725141876,5565.7110956283,5582.0601931545,0.168991463847116,0.16886132218834,25.6845644933954,32.218530453418,0.00696277475500649,1.97493401088198,0,2,0
14,0,0,-43,-2,0,-1400,-5400,0,57.0350769263968,5565.95481476449,5582.0601931545,0.17580445784631,0.175686388154874,25.7037772583736,31.9815967511661,0.00265383695031633,2.00955381302114,0,2,0
14,0,0,-42,-2,0,-1400,-5400,0,56.0357029044876,5566.19870288512,5582.0601931545,0.180987691435086,0.180854641994956,26.2835151791551,31.7903760996531,0.012613469135341,2.04540848888723,0,2,0
14,0,0,-41,-2,0,-1400,-5400,0,55.0363516232681,5566.44275996798,5582.0601931545,0.188408976951516,0.188203101156514,26.780464512633,32.6000919641702,0.0229347999252457,2.08256527973088,0,2,0
14,0,0,-40,-2,0,-1400,-5400,0,54.0370243444252,5566.68698599086,5582.0601931545,0.19557932047574,0.195381656296327,26.5421554298309,32.6931772328373,0.0336378879615149,2.12109639666145,0,2,0
14,0,0,-39,-2,0,-1400,-5400,0,53.0377224247045,5566.93138093151,5582.0601931545,0.202370146087664,0.202376697417505,26.8753329399356,32.7924215539344,0.0941445866037857,2.16107948822637,0,2.5,0
14,0,0,-38,-2,0,-1400,-5400,0,52.0384473250308,5567.17594476769,5582.0601931545,0.210363752941623,0.210242399972201,27.7573026878816,33.4873607444157,0.0562772671571682,2.20259816176581,0,2,0
14,0,0,-37,-2,0,-1400,-5400,0,51.0392006206994,5567.42067747714,5582.0601931545,0.218360515613661,0.21829521809437,27.6539312422477,33.9291887444493,0.0706270650291469,2.24574256589507,0,2.5,0
14,0,0,-36,-2,0,-1400,-5400,0,50.0399840127872,5567.66557903759,5582.0601931545,0.226802199224927,0.226777754764499,28.0217253837547,33.732853118272,0.0581638770448529,2.29061004263853,0,2.5,0
14,0,0,-35,-2,0,-1400,-5400,0,49.0407993409569,5567.91064942677,5582.0601931545,0.23632312857197,0.236243765474885,28.6051321225571,34.6230387914567,0.04519281691005,2.33730585912382,0,2.5,0
14,0,0,-34,-2,0,-1400,-5400,0,48.0416485978573,5568.15588862237,5582.0601931545,0.246096249771888,0.246010820890623,29.1024641415708,35.3834280145548,0.0316822137808854,2.38594403038881,0,2.5,0
14,0,0,-33,-2,0,-1400,-5400,0,47.0425339453563,5568.4012966021,5582.0601931545,0.256943537578921,0.256884123980278,29.1535394004331,35.3924643495473,0.0175977092194081,2.43664824681013,0,2.5,0
14,0,0,-32,-2,0,-1400,-5400,0,46.0434577328854,5568.64687334365,5582.0601931545,0.267424591488914,0.267304224282835,29.5330224866949,35.6213783534556,0.00290196611134558,2.48955292199916,0,2.5,0
14,0,0,-31,-2,0,-1400,-5400,0,45.0444225182208,5568.89261882468,5582.0601931545,0.279824159853775,0.279728431835413,29.8717271357764,35.8781475858913,0.0124456610591933,2.5448043798131,0,2.5,0
14,0,0,-30,-2,0,-1400,-5400,0,44.0454310910905,5569.13853302286,5582.0601931545,0.292441597554188,0.292395219704367,30.7038145196101,36.0175138707017,0.0284895006943906,2.60256220249981,0,2.5,0
14,0,0,-29,-2,0,-1400,-5400,0,43.0464865000618,5569.38461591584,5582.0601931545,0.306367304157896,0.306370780451109,30.5620457541374,35.7744010235705,0.0452779905742065,2.66300076606714,0,2.5,0
14,0,0,-28,-2,0,-1400,-5400,0,42.0475920832573,5569.63086748126,5582.0601931545,0.321485899028968,0.321429845453407,31.0582598020157,37.0715470934069,0.0628641649739626,2.72631099390627,0,2.5,0
14,0,0,-27,-2,0,-1400,-5400,0,41.0487515035476,5569.87728769674,5582.0601931545,0.336626971671389,0.336447884356944,31.4900535564303,37.2382561989435,0.0575826761907547,2.79270236571328,0,3,0
14,0,0,-26,-2,0,-1400,-5400,0,40.0499687890016,5570.12387653991,5582.0601931545,0.353404415687721,0.353352410129163,31.9566409538383,38.1051348720793,0.0382207705245145,2.86240522611175,0,3,0
