Tx Location x,Tx Location y,Tx Location z,Rx Location x,Rx Location y,Rx Location z,Jammer Location x,Jammer Location y,Jammer Location z (m),Tx - Rx Distance (m),J - Rx Distance (m),J - Tx Distance (m),Signal Power Before (V),Signal Power After (V),SNR Before (dB),SNR After (dB),Total Percent Error,Expected Azimuth,Expected Elevation,Measured Azimuth,Measured Elevation
14,0,0,-6,50,0,-1400,-5400,0,53.851648071345,5625.45429276605,5582.0601931545,0.0233951563295538,0.0224618595731075,8.66279262724042,14.3950349572554,0.471830698235607,-68.1985905136482,0,-66.5,0
14,0,0,-6,49,0,-1400,-5400,0,52.924474489597,5624.48548758017,5582.0601931545,0.0251906498761755,0.0244354319535052,9.27563464709795,15.3199092694995,0.637922629984059,-67.7965214679426,0,-67.5,0.5
14,0,0,-6,48,0,-1400,-5400,0,52,5623.51669331567,5582.0601931545,0.0264355434764445,0.0257201313258142,9.46567495997541,15.1442678103438,0.800037514433218,-67.3801350519596,0,-66.5,-0.5
14,0,0,-6,47,0,-1400,-5400,0,51.0783711564885,5622.54790997818,5582.0601931545,0.0280835854103292,0.027315638769713,10.4769165718419,16.4986357711329,0.0142502545758403,-66.948699083527,0,-67,0
14,0,0,-6,46,0,-1400,-5400,0,50.1597448159378,5621.57913757336,5582.0601931545,0.0296215825309229,0.0289715647011418,9.98326136117167,16.2236320531995,0.138490465542248,-66.5014343240479,0,-67,0
14,0,0,-6,45,0,-1400,-5400,0,49.2442890089805,5620.61037610685,5582.0601931545,0.0327554244838449,0.0321918385156745,11.3046444828297,16.9142173021848,0.0104197292838393,-66.0375110254218,0,-66,0
14,0,0,-6,44,0,-1400,-5400,0,48.3321838943783,5619.64162558432,5582.0601931545,0.03491924349899,0.0344110692475434,12.0758303561199,18.3637485677082,0.571123672106519,-65.5560452195835,0,-65.5,-0.5
14,0,0,-6,43,0,-1400,-5400,0,47.4236228055175,5618.67288601143,5582.0601931545,0.0379330158472991,0.0373816786883083,12.6106230546103,18.6374876289082,0.154470760159838,-65.0560947365754,0,-64.5,0
14,0,0,-6,42,0,-1400,-5400,0,46.518813398452,5617.70415739384,5582.0601931545,0.0411492118331024,0.0406815253615927,13.3577078766163,18.8716206671914,0.128706961631002,-64.5366549381284,0,-65,0
14,0,0,-6,41,0,-1400,-5400,0,45.6179789118282,5616.73543973721,5582.0601931545,0.0440395433059059,0.0435501057499269,14.1886074193692,20.1341191144335,0.139818290142068,-63.9966541554886,0,-64.5,0
14,0,0,-6,40,0,-1400,-5400,0,44.7213595499958,5615.76673304723,5582.0601931545,0.047478438971796,0.0471045882030021,14.5340409089779,19.8273905389204,0.0180697714105528,-63.434948822922,0,-63.5,0
14,0,0,-6,39,0,-1400,-5400,0,43.8292140016223,5614.79803732957,5582.0601931545,0.0515857264474909,0.0513467152840605,15.303908337418,21.6019772551645,0.652866195060232,-62.8503183022168,0,-62.5,-0.5
14,0,0,-6,38,0,-1400,-5400,0,42.9418211071678,5613.82935258991,5582.0601931545,0.0558187215237929,0.0554195384974047,16.2768694836487,22.1159103061874,0.627372389183339,-62.24145939894,0,-62.5,0.5
14,0,0,-6,37,0,-1400,-5400,0,42.0594816896262,5612.86067883392,5582.0601931545,0.0606352789150699,0.0602722130833455,16.4939404711839,22.3457321132755,0.168605716282501,-61.606980578617,0,-61,0
14,0,0,-6,36,0,-1400,-5400,0,41.182520563948,5611.89201606731,5582.0601931545,0.0654031954410185,0.0651529788957577,17.3063557906578,23.5657235765555,0.262609972478573,-60.9453959009229,0,-60,0
14,0,0,-6,35,0,-1400,-5400,0,40.3112887414927,5610.92336429576,5582.0601931545,0.0726808325358174,0.0724253724750942,18.3920082197583,24.3590561084792,0.0680225824839494,-60.2551187030578,0,-60.5,0
14,0,0,-6,34,0,-1400,-5400,0,39.446165846632,5609.95472352496,5582.0601931545,0.0792221763711842,0.0790019861343498,19.1971613920261,25.5470483693531,0.00957085570559081,-59.5344550805401,0,-59.5,0
14,0,0,-6,33,0,-1400,-5400,0,38.5875627631495,5608.98609376062,5582.0601931545,0.0861800642445022,0.0859817737568404,19.9426726924305,26.1706159154336,0.060667434540657,-58.7815972356536,0,-59,0
14,0,0,-6,32,0,-1400,-5400,0,37.7359245282264,5608.01747500844,5582.0601931545,0.0944202678479243,0.094233910348629,20.2998502364696,26.4256711254874,0.557050891134306,-57.9946167919165,0,-58,-0.5
14,0,0,-6,31,0,-1400,-5400,0,36.8917334913934,5607.04886727412,5582.0601931545,0.104420054052551,0.104249594343367,21.8769806383648,28.1914698201611,0.646817164281257,-57.1714582085875,0,-57.5,-0.5
14,0,0,-6,30,0,-1400,-5400,0,36.0555127546399,5606.08027056338,5582.0601931545,0.114146833951492,0.113975287544856,22.1627528160101,28.8830759432079,0.0860923538945042,-56.3099324740202,0,-56,0
14,0,0,-6,29,0,-1400,-5400,0,35.2278299076171,5605.11168488193,5582.0601931545,0.126144421051621,0.125987941814502,23.3043939536327,30.0331097711471,0.0256357465305395,-55.4077113124901,0,-55.5,0
14,0,0,-6,28,0,-1400,-5400,0,34.4093010681705,5604.1431102355,5582.0601931545,0.138740520587144,0.138612289226404,23.6284944031039,29.159325669275,0.0104660533262171,-54.4623222080256,0,-54.5,0
14,0,0,-6,27,0,-1400,-5400,0,33.6005952328229,5603.17454662979,5582.0601931545,0.152750756359331,0.152611994846657,24.8583769312451,30.9710531227376,0.00801537971810262,-53.4711446330148,0,-53.5,0
