Tx Location x,Tx Location y,Tx Location z,Rx Location x,Rx Location y,Rx Location z,Jammer Location x,Jammer Location y,Jammer Location z (m),Tx - Rx Distance (m),J - Rx Distance (m),J - Tx Distance (m),Signal Power Before (V),Signal Power After (V),SNR Before (dB),SNR After (dB),Total Percent Error,Expected Azimuth,Expected Elevation,Measured Azimuth,Measured Elevation,ML
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.137950835925075,0.137789607847251,23.7050148069613,30.0003649697409,0.0583581643760918,1.78991060824607,0,2,0,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.138641415168336,0.13814779448136,23.8916420015582,29.6992150045288,0.891691497709425,1.78991060824607,0,3,-0.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.140039298141235,0.138606496759395,24.0375891809609,29.9551645053158,4.50280260882054,1.78991060824607,0,2,-4,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139054376664827,0.138616985182117,23.5905612225306,29.6350539686331,3.6694692754872,1.78991060824607,0,3,3,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139029592578064,0.138620609144525,23.9040471143689,29.8890816497404,2.00280260882054,1.78991060824607,0,5,-1,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.138854311881722,0.137925579189027,24.2079698576696,30.4560055657846,2.97502483104276,1.78991060824607,0,4.5,2,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.138925409759649,0.13813616125572,23.5413490764706,29.6499695093063,1.03058038659831,1.78991060824607,0,3.5,-0.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139388672702564,0.137720053571652,23.6831739825108,30.072444096659,3.25280260882054,1.78991060824607,0,3.5,2.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.138837814135231,0.138516473249943,23.9148142819896,29.7372620168198,1.44724705326498,1.78991060824607,0,3,1,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.140005801689779,0.138431750561163,24.102820152409,29.9602394466585,6.58613594215387,1.78991060824607,0,5.5,5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.138952501273637,0.138346728512816,23.845654955651,30.6740307945973,1.44724705326498,1.78991060824607,0,3,1,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139208778729533,0.137618030690265,24.2938822689679,30.5196304963181,2.55835816437609,1.78991060824607,0,3,2,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.13902468127981,0.137910823619285,24.3409895536139,30.8991728274211,1.44724705326498,1.78991060824607,0,5,0.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139093056878183,0.137788723517593,23.9147252230212,29.9468531045065,1.1694692754872,1.78991060824607,0,4,0.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139048296067283,0.138948213734399,23.9825663538011,30.2151995833686,3.8305307245128,1.78991060824607,0,0,-3,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139214580897967,0.137906474276907,24.0176216995611,30.2857981258284,4.36391371993165,1.78991060824607,0,3.5,-3.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139161308687876,0.139385118966583,23.8453647459257,30.036808060482,0.91386405784613,1.78991060824607,0,0.5,0.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139377185655858,0.13836014329594,23.952418313445,30.1036729258644,1.88608628006835,1.78991060824607,0,1,1.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139032359186728,0.138339664170217,24.20586668714,29.5611654554594,2.28058038659831,1.78991060824607,0,4,-1.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139266922091898,0.138765521415793,23.9064038146733,30.0844879461127,0.613913719931647,1.78991060824607,0,2,-0.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.138997329653903,0.138384747676882,23.7288839231219,29.9788609612572,3.11391371993165,1.78991060824607,0,5,-2,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.13930191694758,0.138447666594266,23.9729650245563,29.1640002257381,2.28058038659831,1.78991060824607,0,4,-1.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139184811403666,0.139270567321232,23.8502053042498,30.3184306251244,2.4194692754872,1.78991060824607,0,2.5,-2,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.13875267454709,0.136728796844491,23.7684058567461,29.6721881090943,2.4194692754872,1.78991060824607,0,4.5,-1.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139284200108374,0.138257390595542,24.0120653511465,29.8305251135204,2.00280260882054,1.78991060824607,0,3,1.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.13955664841048,0.138346533448631,24.1803912141297,29.7653472630935,4.22502483104276,1.78991060824607,0,3,-3.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139427032469583,0.139897609268064,23.7488682229853,30.1812698896287,0.636086280068353,1.78991060824607,0,1.5,-0.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139027779394292,0.137767839528666,23.5848430302128,29.5886860196286,1.72502483104276,1.78991060824607,0,4,1,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.138999678332857,0.138456711794968,23.2800223806704,29.0587157721479,1.1694692754872,1.78991060824607,0,4,-0.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139165268687755,0.139175020465471,23.7463525606843,29.924402311076,2.30275294673502,1.78991060824607,0,1.5,-2,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139004267060675,0.13959737622244,23.9710135315545,30.4756086210027,3.53058038659831,1.78991060824607,0,2.5,-3,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.13965038208841,0.13954069672394,23.8248766103033,29.9360641758157,2.55835816437609,1.78991060824607,0,7,-1,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139119686089554,0.138670805712513,24.0507751201973,30.1576326675547,1.1694692754872,1.78991060824607,0,6,0,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.138763714529864,0.138083043455272,23.8606386656363,29.2842476296906,1.1694692754872,1.78991060824607,0,4,-0.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.138883371572705,0.138018121199485,23.5782784175066,30.1432062391394,0.197247053264981,1.78991060824607,0,2.5,0,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139404760342991,0.139344092616835,24.5029170769263,31.7371238414166,4.22502483104276,1.78991060824607,0,5,-3,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.13920113707807,0.138593498735903,23.8977291325975,30.1253761422124,2.28058038659831,1.78991060824607,0,4,-1.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139010606343405,0.138525742496513,23.7270113368947,29.5698673494703,2.4194692754872,1.78991060824607,0,2.5,-2,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139984721447289,0.138934624008501,23.741363396632,29.8162616689432,4.08613594215387,1.78991060824607,0,4.5,3,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.13947512337102,0.138884368990416,23.9041490687477,29.6255518475305,2.4194692754872,1.78991060824607,0,4.5,-1.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139070967727873,0.13834195109145,24.4328956181737,30.5105797338491,2.14169149770943,1.78991060824607,0,5.5,1,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.138875096871254,0.138949093651708,23.8732378023082,29.5898644022859,2.83613594215387,1.78991060824607,0,4,-2,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.14050793683535,0.137136772378635,24.3444411887618,30.7118001633804,2.00280260882054,1.78991060824607,0,7,0.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139901213467143,0.138744850358322,24.3450525544882,31.0489224005715,1.05275294673502,1.78991060824607,0,0,-0.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.138698843160345,0.136884206797008,24.0368159284175,29.5130574430041,2.28058038659831,1.78991060824607,0,6,1,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139568656739297,0.138881578724936,24.213405585576,30.8502262137678,1.1694692754872,1.78991060824607,0,2,1,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.138833781139814,0.138560260408596,23.4031114276274,29.5916621141981,0.613913719931647,1.78991060824607,0,2,-0.5,0
14,0,0,-50,-2,0,-600,-2000,0,64.0312423743285,2072.31850833794,2092.12714718776,0.139415151535067,0.139092548960303,24.1406222930597,30.1533741930427,4.22502483104276,1.78991060824607,0,3,3.5,0
