Tx Location x,Tx Location y,Tx Location z,Rx Location x,Rx Location y,Rx Location z,Jammer Location x,Jammer Location y,Jammer Location z (m),Tx - Rx Distance (m),J - Rx Distance (m),J - Tx Distance (m),Signal Power Before (V),Signal Power After (V),SNR Before (dB),SNR After (dB),Total Percent Error,Expected Azimuth,Expected Elevation,Measured Azimuth,Measured Elevation,ML
14,0,0,-2,-50,0,-600,-2000,0,52.4976189936268,2039.63330037534,2092.12714718776,0.0172007011338454,0.0159638501714347,5.73434457733119,10.46806136629,3.40425788192863,72.2553283749431,0,68,-2,0
14,0,0,-2,-48,0,-600,-2000,0,50.5964425626941,2041.54549300279,2092.12714718776,0.0200422196809555,0.00424449706576409,6.87435296517769,-0.63387813220324,23.212514215855,71.565051177078,0,-5.60817574260976,0,1
14,0,0,-2,-46,0,-600,-2000,0,48.7031826475437,2043.45785373714,2092.12714718776,0.0221642068316463,0.00499732825644142,8.09118613401412,1.03874041243635,23.9780533261637,70.8209919741893,0,-5.21821779753535,0,1
14,0,0,-2,-44,0,-600,-2000,0,46.8187996428785,2045.37038210687,2092.12714718776,0.025656086233181,0.00671023635613241,8.93977229474943,3.38572784834891,23.19913707725,70.0168934781,0,-4.83023872994799,0,1
14,0,0,-2,-42,0,-600,-2000,0,44.9444101084885,2047.28307764217,2092.12714718776,0.0301390789307533,0.00635537361999376,10.4755448885562,3.05399007454867,24.0682061001171,69.1455419604217,0,-4.45413236870051,0,1
14,0,0,-2,-40,0,-600,-2000,0,43.081318457076,2049.19593987496,2092.12714718776,0.0344342276373482,0.00600291899181853,11.8493354453376,3.69661740843539,21.4440529204578,68.1985905136482,0,-4.08979437577209,0,1
14,0,0,-2,-38,0,-600,-2000,0,41.2310562561766,2051.10896833883,2092.12714718776,0.0418112148797336,0.00660238916173084,13.1225908367955,3.0462021547022,22.129540506134,67.1663458220824,0,-3.73711499808399,0,1
14,0,0,-2,-36,0,-600,-2000,0,39.3954312071844,2053.02216256912,2092.12714718776,0.0503128754733674,0.0046958682992697,15.0748177087049,0.374429046485736,23.2048641737283,66.0375110254218,0,-3.39573495915204,0,1
14,0,0,-2,-34,0,-600,-2000,0,37.5765884561119,2054.93552210282,2092.12714718776,0.0612973912874297,0.00909193130570651,16.8310639814519,5.64302750342006,26.4719100984791,64.7988763545249,0,-3.06529936506526,0,1
14,0,0,-2,-32,0,-600,-2000,0,35.7770876399966,2056.84904647862,2092.12714718776,0.0738740310324739,0.0136255591996367,18.3901040361092,9.69317443077565,21.9263746730339,63.434948822922,0,-2.74545789782856,0,1
14,0,0,-2,-30,0,-600,-2000,0,34,2058.76273523687,2092.12714718776,0.0908510443225568,0.0153304211381245,20.0185912688374,10.8253934174394,21.6465314067075,61.927513064147,0,-2.43587109921511,0,1
14,0,0,-2,-28,0,-600,-2000,0,32.2490309931942,2060.67658791961,2092.12714718776,0.113098874861039,0.0120057725849033,22.4291217504071,9.18563102387371,24.3764218619605,60.2551187030578,0,-2.13621020684644,0,1
14,0,0,-2,-26,0,-600,-2000,0,30.5286750449475,2062.59060407052,2092.12714718776,0.141932323160724,0.0477724753047545,23.7183765122442,20.3524783304105,23.9979160427086,58.3924977537511,0,-1.84615698421869,0,1
14,0,0,-2,-24,0,-600,-2000,0,28.8444102037119,2064.50478323495,2092.12714718776,0.178467399768586,0.0384078176537579,26.3835233036841,19.0786674789202,21.0583145761167,56.3099324740202,0,-1.56540339275719,0,1
14,0,0,-2,-22,0,-600,-2000,0,27.2029410174709,2066.41912495989,2092.12714718776,0.229281049449106,0.065433454711907,28.0016270550999,22.5054055971882,25.9646185041379,53.9726266148964,0,-1.29365126962904,0,1
14,0,0,-2,-20,0,-600,-2000,0,25.6124969497314,2068.33362879396,2092.12714718776,0.293658439339761,0.0770530744800747,30.1872793856104,24.5483406498468,24.122275484975,51.3401917459099,0,-1.03061201148835,0,1
